timestamp,date,time,day_of_week,is_weekend,hour,solar_irradiance_wm2,temperature_c,panel_capacity_kw,panel_efficiency,solar_generation_kw,total_consumption_kw,num_households,battery_capacity_kwh,battery_soc_percent,battery_charging,battery_charge_rate_kw,battery_efficiency,grid_price_per_kwh,grid_import_kw,grid_export_kw,grid_cost_inr,grid_revenue_inr
2024-01-16T16:00:00.000Z,16/1/2024,09:30 PM,Tue,0,21,0,24,50,0.184,0,278.15,20,50,0,0,10,0.95,8.96,278.15,0,2492.32,0
2024-01-16T17:00:00.000Z,16/1/2024,10:30 PM,Tue,0,22,0,23.2,50,0.187,0,283.75,20,50,0,0,10,0.95,9.95,283.75,0,2822.58,0
2024-01-16T18:00:00.000Z,16/1/2024,11:30 PM,Tue,0,23,0,22.7,50,0.189,0,292.42,20,50,0,0,10,0.95,5.06,292.42,0,1480.44,0
2024-01-16T19:00:00.000Z,17/1/2024,12:30 AM,Wed,0,0,0,22.7,50,0.189,0,103.88,20,50,0,0,10,0.95,6.76,103.88,0,701.82,0
2024-01-16T20:00:00.000Z,17/1/2024,01:30 AM,Wed,0,1,0,22.9,50,0.188,0,82.09,20,50,0,0,10,0.95,5.32,82.09,0,437.12,0
2024-01-16T21:00:00.000Z,17/1/2024,02:30 AM,Wed,0,2,0,23.4,50,0.186,0,100.89,20,50,0,0,10,0.95,6.31,100.89,0,636.44,0
2024-01-16T22:00:00.000Z,17/1/2024,03:30 AM,Wed,0,3,0,24.2,50,0.183,0,92,20,50,0,0,10,0.95,5.83,92,0,536.61,0
2024-01-16T23:00:00.000Z,17/1/2024,04:30 AM,Wed,0,4,0,25.2,50,0.179,0,70.37,20,50,0,0,10,0.95,5.24,70.37,0,368.67,0
2024-01-17T00:00:00.000Z,17/1/2024,05:30 AM,Wed,0,5,0,26.4,50,0.174,0,74.5,20,50,0,0,10,0.95,6.8,74.5,0,506.91,0
2024-01-17T01:00:00.000Z,17/1/2024,06:30 AM,Wed,0,6,0,27.7,50,0.169,0,213.92,20,50,0,0,10,0.95,8.99,213.92,0,1922.89,0
2024-01-17T02:00:00.000Z,17/1/2024,07:30 AM,Wed,0,7,204,29,50,0.164,1.67,161.05,20,50,0,0,10,0.95,8.51,159.38,0,1356.85,0
2024-01-17T03:00:00.000Z,17/1/2024,08:30 AM,Wed,0,8,396,30.2,50,0.159,3.15,160.34,20,50,0,0,10,0.95,9.16,157.19,0,1440.5,0
2024-01-17T04:00:00.000Z,17/1/2024,09:30 AM,Wed,0,9,647,31.3,50,0.155,5.01,185.41,20,50,0,0,10,0.95,8.46,180.4,0,1526.61,0
2024-01-17T05:00:00.000Z,17/1/2024,10:30 AM,Wed,0,10,752,32,50,0.152,5.72,31.77,20,50,0,0,10,0.95,8.69,26.05,0,226.46,0
2024-01-17T06:00:00.000Z,17/1/2024,11:30 AM,Wed,0,11,955,32.5,50,0.15,7.16,35.49,20,50,0,0,10,0.95,5.37,28.33,0,152.17,0
2024-01-17T07:00:00.000Z,17/1/2024,12:30 PM,Wed,0,12,843,32.7,50,0.149,6.29,32.64,20,50,0,0,10,0.95,6.8,26.35,0,179.12,0
2024-01-17T08:00:00.000Z,17/1/2024,01:30 PM,Wed,0,13,754,32.5,50,0.15,5.66,34.55,20,50,0,0,10,0.95,6.13,28.89,0,177.19,0
2024-01-17T09:00:00.000Z,17/1/2024,02:30 PM,Wed,0,14,822,32,50,0.152,6.25,36.3,20,50,0,0,10,0.95,6.86,30.05,0,206.15,0
2024-01-17T10:00:00.000Z,17/1/2024,03:30 PM,Wed,0,15,603,31.3,50,0.155,4.67,41.73,20,50,0,0,10,0.95,5.24,37.06,0,194.19,0
2024-01-17T11:00:00.000Z,17/1/2024,04:30 PM,Wed,0,16,436,30.2,50,0.159,3.47,37.85,20,50,0,0,10,0.95,6.37,34.38,0,219,0
2024-01-17T12:00:00.000Z,17/1/2024,05:30 PM,Wed,0,17,226,29,50,0.164,1.85,31.06,20,50,0,0,10,0.95,6.07,29.21,0,177.31,0
2024-01-17T13:00:00.000Z,17/1/2024,06:30 PM,Wed,0,18,0,27.7,50,0.169,0,236.3,20,50,0,0,10,0.95,9.23,236.3,0,2181.7,0
2024-01-17T14:00:00.000Z,17/1/2024,07:30 PM,Wed,0,19,0,26.4,50,0.174,0,246.17,20,50,0,0,10,0.95,8.49,246.17,0,2088.95,0
2024-01-17T15:00:00.000Z,17/1/2024,08:30 PM,Wed,0,20,0,25.2,50,0.179,0,255.01,20,50,0,0,10,0.95,9.56,255.01,0,2437.32,0
2024-01-17T16:00:00.000Z,17/1/2024,09:30 PM,Wed,0,21,0,24.2,50,0.183,0,253.27,20,50,0,0,10,0.95,8.39,253.27,0,2124.95,0
2024-01-17T17:00:00.000Z,17/1/2024,10:30 PM,Wed,0,22,0,23.4,50,0.186,0,235.97,20,50,0,0,10,0.95,8.47,235.97,0,1997.85,0
2024-01-17T18:00:00.000Z,17/1/2024,11:30 PM,Wed,0,23,0,22.9,50,0.188,0,282.39,20,50,0,0,10,0.95,5.04,282.39,0,1423.24,0
2024-01-17T19:00:00.000Z,18/1/2024,12:30 AM,Thu,0,0,0,22.9,50,0.188,0,113.46,20,50,0,0,10,0.95,6.75,113.46,0,766.17,0
2024-01-17T20:00:00.000Z,18/1/2024,01:30 AM,Thu,0,1,0,23.1,50,0.188,0,81.24,20,50,0,0,10,0.95,5.54,81.24,0,450.45,0
2024-01-17T21:00:00.000Z,18/1/2024,02:30 AM,Thu,0,2,0,23.6,50,0.186,0,91.44,20,50,0,0,10,0.95,6.99,91.44,0,639.12,0
2024-01-17T22:00:00.000Z,18/1/2024,03:30 AM,Thu,0,3,0,24.3,50,0.183,0,89.77,20,50,0,0,10,0.95,6.36,89.77,0,571.33,0
2024-01-17T23:00:00.000Z,18/1/2024,04:30 AM,Thu,0,4,0,25.4,50,0.178,0,73.13,20,50,0,0,10,0.95,6.75,73.13,0,493.41,0
2024-01-18T00:00:00.000Z,18/1/2024,05:30 AM,Thu,0,5,0,26.6,50,0.174,0,78.16,20,50,0,0,10,0.95,6.32,78.16,0,494.32,0
2024-01-18T01:00:00.000Z,18/1/2024,06:30 AM,Thu,0,6,0,27.9,50,0.168,0,260.78,20,50,0,0,10,0.95,9.41,260.78,0,2453.76,0
2024-01-18T02:00:00.000Z,18/1/2024,07:30 AM,Thu,0,7,237,29.2,50,0.163,1.93,175.57,20,50,0,0,10,0.95,8.71,173.64,0,1513.15,0
2024-01-18T03:00:00.000Z,18/1/2024,08:30 AM,Thu,0,8,423,30.4,50,0.158,3.35,180.26,20,50,0,0,10,0.95,8.4,176.91,0,1485.2,0
2024-01-18T04:00:00.000Z,18/1/2024,09:30 AM,Thu,0,9,635,31.4,50,0.154,4.9,178.23,20,50,0,0,10,0.95,8.81,173.33,0,1526.59,0
2024-01-18T05:00:00.000Z,18/1/2024,10:30 AM,Thu,0,10,685,32.2,50,0.151,5.18,30.41,20,50,0,0,10,0.95,9.13,25.23,0,230.4,0
2024-01-18T06:00:00.000Z,18/1/2024,11:30 AM,Thu,0,11,998,32.7,50,0.149,7.45,37.65,20,50,0,0,10,0.95,6.65,30.2,0,201.01,0
2024-01-18T07:00:00.000Z,18/1/2024,12:30 PM,Thu,0,12,800,32.9,50,0.148,5.94,40.53,20,50,0,0,10,0.95,5.72,34.59,0,197.73,0
2024-01-18T08:00:00.000Z,18/1/2024,01:30 PM,Thu,0,13,949,32.7,50,0.149,7.08,29.7,20,50,0,0,10,0.95,5.51,22.62,0,124.6,0
2024-01-18T09:00:00.000Z,18/1/2024,02:30 PM,Thu,0,14,768,32.2,50,0.151,5.81,34.11,20,50,0,0,10,0.95,6.86,28.3,0,194.13,0
2024-01-18T10:00:00.000Z,18/1/2024,03:30 PM,Thu,0,15,684,31.4,50,0.154,5.28,34,20,50,0,0,10,0.95,6.2,28.72,0,177.98,0
2024-01-18T11:00:00.000Z,18/1/2024,04:30 PM,Thu,0,16,513,30.4,50,0.158,4.06,34.7,20,50,0,0,10,0.95,6.73,30.64,0,206.33,0
2024-01-18T12:00:00.000Z,18/1/2024,05:30 PM,Thu,0,17,235,29.2,50,0.163,1.92,38.12,20,50,0,0,10,0.95,6.43,36.2,0,232.78,0
2024-01-18T13:00:00.000Z,18/1/2024,06:30 PM,Thu,0,18,0,27.9,50,0.168,0,239.81,20,50,0,0,10,0.95,8.11,239.81,0,1944.57,0
2024-01-18T14:00:00.000Z,18/1/2024,07:30 PM,Thu,0,19,0,26.6,50,0.174,0,249.49,20,50,0,0,10,0.95,8.27,249.49,0,2063.97,0
2024-01-18T15:00:00.000Z,18/1/2024,08:30 PM,Thu,0,20,0,25.4,50,0.178,0,247.51,20,50,0,0,10,0.95,9.38,247.51,0,2322.76,0
2024-01-18T16:00:00.000Z,18/1/2024,09:30 PM,Thu,0,21,0,24.3,50,0.183,0,272.2,20,50,0,0,10,0.95,8.11,272.2,0,2207.63,0
2024-01-18T17:00:00.000Z,18/1/2024,10:30 PM,Thu,0,22,0,23.6,50,0.186,0,251.56,20,50,0,0,10,0.95,9.33,251.56,0,2346.98,0
2024-01-18T18:00:00.000Z,18/1/2024,11:30 PM,Thu,0,23,0,23.1,50,0.188,0,250.48,20,50,0,0,10,0.95,5.97,250.48,0,1495.07,0
2024-01-18T19:00:00.000Z,19/1/2024,12:30 AM,Fri,0,0,0,23,50,0.188,0,93.05,20,50,0,0,10,0.95,5.97,93.05,0,555.07,0
2024-01-18T20:00:00.000Z,19/1/2024,01:30 AM,Fri,0,1,0,23.2,50,0.187,0,72.3,20,50,0,0,10,0.95,6.51,72.3,0,470.6,0
2024-01-18T21:00:00.000Z,19/1/2024,02:30 AM,Fri,0,2,0,23.7,50,0.185,0,133.74,20,50,0,0,10,0.95,5.07,133.74,0,677.53,0
2024-01-18T22:00:00.000Z,19/1/2024,03:30 AM,Fri,0,3,0,24.5,50,0.182,0,90.03,20,50,0,0,10,0.95,5.44,90.03,0,489.94,0
2024-01-18T23:00:00.000Z,19/1/2024,04:30 AM,Fri,0,4,0,25.5,50,0.178,0,67.5,20,50,0,0,10,0.95,5.96,67.5,0,402.02,0
2024-01-19T00:00:00.000Z,19/1/2024,05:30 AM,Fri,0,5,0,26.8,50,0.173,0,82.9,20,50,0,0,10,0.95,6.35,82.9,0,526.7,0
2024-01-19T01:00:00.000Z,19/1/2024,06:30 AM,Fri,0,6,0,28,50,0.168,0,230.55,20,50,0,0,10,0.95,8.17,230.55,0,1883.01,0
2024-01-19T02:00:00.000Z,19/1/2024,07:30 AM,Fri,0,7,204,29.3,50,0.163,1.66,197.08,20,50,0,0,10,0.95,8.74,195.42,0,1707.51,0
2024-01-19T03:00:00.000Z,19/1/2024,08:30 AM,Fri,0,8,404,30.5,50,0.158,3.19,171.52,20,50,0,0,10,0.95,8.03,168.33,0,1350.95,0
2024-01-19T04:00:00.000Z,19/1/2024,09:30 AM,Fri,0,9,723,31.6,50,0.154,5.55,159.67,20,50,0,0,10,0.95,9.51,154.12,0,1465.03,0
2024-01-19T05:00:00.000Z,19/1/2024,10:30 AM,Fri,0,10,820,32.4,50,0.15,6.17,34.45,20,50,0,0,10,0.95,8.05,28.28,0,227.6,0
2024-01-19T06:00:00.000Z,19/1/2024,11:30 AM,Fri,0,11,1017,32.9,50,0.148,7.55,35.95,20,50,0,0,10,0.95,6.38,28.4,0,181.27,0
2024-01-19T07:00:00.000Z,19/1/2024,12:30 PM,Fri,0,12,985,33,50,0.148,7.29,33.05,20,50,0,0,10,0.95,6.68,25.76,0,172.04,0
2024-01-19T08:00:00.000Z,19/1/2024,01:30 PM,Fri,0,13,859,32.9,50,0.148,6.37,35.91,20,50,0,0,10,0.95,6.79,29.54,0,200.65,0
2024-01-19T09:00:00.000Z,19/1/2024,02:30 PM,Fri,0,14,850,32.4,50,0.15,6.39,34.7,20,50,0,0,10,0.95,5.17,28.31,0,146.3,0
2024-01-19T10:00:00.000Z,19/1/2024,03:30 PM,Fri,0,15,701,31.6,50,0.154,5.38,35.51,20,50,0,0,10,0.95,5.67,30.13,0,170.89,0
2024-01-19T11:00:00.000Z,19/1/2024,04:30 PM,Fri,0,16,417,30.5,50,0.158,3.29,31.31,20,50,0,0,10,0.95,6.94,28.02,0,194.45,0
2024-01-19T12:00:00.000Z,19/1/2024,05:30 PM,Fri,0,17,269,29.3,50,0.163,2.19,34.32,20,50,0,0,10,0.95,5.17,32.13,0,165.96,0
2024-01-19T13:00:00.000Z,19/1/2024,06:30 PM,Fri,0,18,0,28,50,0.168,0,262.59,20,50,0,0,10,0.95,8.44,262.59,0,2215.79,0
2024-01-19T14:00:00.000Z,19/1/2024,07:30 PM,Fri,0,19,0,26.8,50,0.173,0,207.46,20,50,0,0,10,0.95,8.22,207.46,0,1706.05,0
2024-01-19T15:00:00.000Z,19/1/2024,08:30 PM,Fri,0,20,0,25.5,50,0.178,0,268.15,20,50,0,0,10,0.95,9.53,268.15,0,2556.24,0
2024-01-19T16:00:00.000Z,19/1/2024,09:30 PM,Fri,0,21,0,24.5,50,0.182,0,232.58,20,50,0,0,10,0.95,9.65,232.58,0,2244.34,0
2024-01-19T17:00:00.000Z,19/1/2024,10:30 PM,Fri,0,22,0,23.7,50,0.185,0,289.65,20,50,0,0,10,0.95,9.18,289.65,0,2657.58,0
2024-01-19T18:00:00.000Z,19/1/2024,11:30 PM,Fri,0,23,0,23.2,50,0.187,0,282.36,20,50,0,0,10,0.95,6.29,282.36,0,1777.1,0
2024-01-19T19:00:00.000Z,20/1/2024,12:30 AM,Sat,1,0,0,23.2,50,0.187,0,69.9,20,50,0,0,10,0.95,6.66,69.9,0,465.58,0
2024-01-19T20:00:00.000Z,20/1/2024,01:30 AM,Sat,1,1,0,23.4,50,0.186,0,104.1,20,50,0,0,10,0.95,6.96,104.1,0,724.58,0
2024-01-19T21:00:00.000Z,20/1/2024,02:30 AM,Sat,1,2,0,23.9,50,0.184,0,102.09,20,50,0,0,10,0.95,6.61,102.09,0,675,0
2024-01-19T22:00:00.000Z,20/1/2024,03:30 AM,Sat,1,3,0,24.7,50,0.181,0,94.84,20,50,0,0,10,0.95,6.89,94.84,0,653.73,0
2024-01-19T23:00:00.000Z,20/1/2024,04:30 AM,Sat,1,4,0,25.7,50,0.177,0,94.24,20,50,0,0,10,0.95,5.18,94.24,0,487.73,0
2024-01-20T00:00:00.000Z,20/1/2024,05:30 AM,Sat,1,5,0,26.9,50,0.172,0,81.18,20,50,0,0,10,0.95,6.82,81.18,0,554.03,0
2024-01-20T01:00:00.000Z,20/1/2024,06:30 AM,Sat,1,6,0,28.2,50,0.167,0,236.66,20,50,0,0,10,0.95,8.2,236.66,0,1939.9,0
2024-01-20T02:00:00.000Z,20/1/2024,07:30 AM,Sat,1,7,214,29.5,50,0.162,1.73,172.6,20,50,0,0,10,0.95,8.92,170.87,0,1523.46,0
2024-01-20T03:00:00.000Z,20/1/2024,08:30 AM,Sat,1,8,424,30.7,50,0.157,3.33,203.2,20,50,0,0,10,0.95,9.24,199.87,0,1847.24,0
2024-01-20T04:00:00.000Z,20/1/2024,09:30 AM,Sat,1,9,673,31.7,50,0.153,5.16,227.85,20,50,0,0,10,0.95,9.47,222.69,0,2109.38,0
2024-01-20T05:00:00.000Z,20/1/2024,10:30 AM,Sat,1,10,785,32.5,50,0.15,5.89,42.17,20,50,0,0,10,0.95,8.45,36.28,0,306.44,0
2024-01-20T06:00:00.000Z,20/1/2024,11:30 AM,Sat,1,11,1002,33,50,0.148,7.41,37.37,20,50,0,0,10,0.95,6.01,29.96,0,180.05,0
2024-01-20T07:00:00.000Z,20/1/2024,12:30 PM,Sat,1,12,1058,33.2,50,0.147,7.79,39.63,20,50,0,0,10,0.95,6.9,31.84,0,219.67,0
2024-01-20T08:00:00.000Z,20/1/2024,01:30 PM,Sat,1,13,830,33,50,0.148,6.14,41.1,20,50,0,0,10,0.95,5.53,34.96,0,193.35,0
2024-01-20T09:00:00.000Z,20/1/2024,02:30 PM,Sat,1,14,793,32.5,50,0.15,5.95,43.22,20,50,0,0,10,0.95,6.51,37.27,0,242.57,0
2024-01-20T10:00:00.000Z,20/1/2024,03:30 PM,Sat,1,15,593,31.7,50,0.153,4.54,42.22,20,50,0,0,10,0.95,5.66,37.68,0,213.43,0
2024-01-20T11:00:00.000Z,20/1/2024,04:30 PM,Sat,1,16,416,30.7,50,0.157,3.27,37.58,20,50,0,0,10,0.95,6.4,34.31,0,219.44,0
2024-01-20T12:00:00.000Z,20/1/2024,05:30 PM,Sat,1,17,229,29.5,50,0.162,1.85,44.07,20,50,0,0,10,0.95,6.41,42.22,0,270.4,0
2024-01-20T13:00:00.000Z,20/1/2024,06:30 PM,Sat,1,18,0,28.2,50,0.167,0,281.2,20,50,0,0,10,0.95,8.72,281.2,0,2451.24,0
2024-01-20T14:00:00.000Z,20/1/2024,07:30 PM,Sat,1,19,0,26.9,50,0.172,0,278.43,20,50,0,0,10,0.95,9.27,278.43,0,2582.35,0
2024-01-20T15:00:00.000Z,20/1/2024,08:30 PM,Sat,1,20,0,25.7,50,0.177,0,268.44,20,50,0,0,10,0.95,8.01,268.44,0,2150.24,0
2024-01-20T16:00:00.000Z,20/1/2024,09:30 PM,Sat,1,21,0,24.7,50,0.181,0,327.66,20,50,0,0,10,0.95,9.23,327.66,0,3023.41,0
2024-01-20T17:00:00.000Z,20/1/2024,10:30 PM,Sat,1,22,0,23.9,50,0.184,0,255.38,20,50,0,0,10,0.95,8.85,255.38,0,2260.58,0
2024-01-20T18:00:00.000Z,20/1/2024,11:30 PM,Sat,1,23,0,23.4,50,0.186,0,349.04,20,50,0,0,10,0.95,6.53,349.04,0,2278.38,0
2024-01-20T19:00:00.000Z,21/1/2024,12:30 AM,Sun,1,0,0,23.4,50,0.186,0,86.37,20,50,0,0,10,0.95,5.67,86.37,0,489.8,0
2024-01-20T20:00:00.000Z,21/1/2024,01:30 AM,Sun,1,1,0,23.5,50,0.186,0,118.97,20,50,0,0,10,0.95,6.39,118.97,0,760.35,0
2024-01-20T21:00:00.000Z,21/1/2024,02:30 AM,Sun,1,2,0,24,50,0.184,0,96.59,20,50,0,0,10,0.95,6.07,96.59,0,586.26,0
2024-01-20T22:00:00.000Z,21/1/2024,03:30 AM,Sun,1,3,0,24.8,50,0.181,0,99.6,20,50,0,0,10,0.95,6.37,99.6,0,634.75,0
2024-01-20T23:00:00.000Z,21/1/2024,04:30 AM,Sun,1,4,0,25.9,50,0.176,0,104.27,20,50,0,0,10,0.95,5.41,104.27,0,564.24,0
2024-01-21T00:00:00.000Z,21/1/2024,05:30 AM,Sun,1,5,0,27.1,50,0.172,0,108.21,20,50,0,0,10,0.95,5.17,108.21,0,559.19,0
2024-01-21T01:00:00.000Z,21/1/2024,06:30 AM,Sun,1,6,0,28.4,50,0.166,0,275.13,20,50,0,0,10,0.95,9.61,275.13,0,2645.11,0
2024-01-21T02:00:00.000Z,21/1/2024,07:30 AM,Sun,1,7,218,29.7,50,0.161,1.76,213.1,20,50,0,0,10,0.95,9.24,211.34,0,1952.74,0
2024-01-21T03:00:00.000Z,21/1/2024,08:30 AM,Sun,1,8,433,30.9,50,0.156,3.39,225.59,20,50,0,0,10,0.95,8.68,222.2,0,1928.37,0
2024-01-21T04:00:00.000Z,21/1/2024,09:30 AM,Sun,1,9,716,31.9,50,0.152,5.46,249.42,20,50,0,0,10,0.95,9.21,243.96,0,2246.62,0
2024-01-21T05:00:00.000Z,21/1/2024,10:30 AM,Sun,1,10,815,32.7,50,0.149,6.08,41.3,20,50,0,0,10,0.95,8.5,35.22,0,299.47,0
2024-01-21T06:00:00.000Z,21/1/2024,11:30 AM,Sun,1,11,941,33.2,50,0.147,6.93,45.06,20,50,0,0,10,0.95,5.06,38.13,0,193.14,0
2024-01-21T07:00:00.000Z,21/1/2024,12:30 PM,Sun,1,12,1074,33.4,50,0.146,7.86,39.81,20,50,0,0,10,0.95,5.58,31.95,0,178.15,0
2024-01-21T08:00:00.000Z,21/1/2024,01:30 PM,Sun,1,13,945,33.2,50,0.147,6.96,41.15,20,50,0,0,10,0.95,6.59,34.19,0,225.45,0
2024-01-21T09:00:00.000Z,21/1/2024,02:30 PM,Sun,1,14,716,32.7,50,0.149,5.34,45.61,20,50,0,0,10,0.95,5.19,40.27,0,208.84,0
2024-01-21T10:00:00.000Z,21/1/2024,03:30 PM,Sun,1,15,676,31.9,50,0.152,5.15,36.52,20,50,0,0,10,0.95,6.05,31.37,0,189.84,0
2024-01-21T11:00:00.000Z,21/1/2024,04:30 PM,Sun,1,16,518,30.9,50,0.156,4.05,41.93,20,50,0,0,10,0.95,6.01,37.88,0,227.76,0
2024-01-21T12:00:00.000Z,21/1/2024,05:30 PM,Sun,1,17,255,29.7,50,0.161,2.06,41.23,20,50,0,0,10,0.95,6.82,39.17,0,266.99,0
2024-01-21T13:00:00.000Z,21/1/2024,06:30 PM,Sun,1,18,0,28.4,50,0.166,0,289.98,20,50,0,0,10,0.95,9.26,289.98,0,2685.71,0
2024-01-21T14:00:00.000Z,21/1/2024,07:30 PM,Sun,1,19,0,27.1,50,0.172,0,308.47,20,50,0,0,10,0.95,9.77,308.47,0,3012.97,0
2024-01-21T15:00:00.000Z,21/1/2024,08:30 PM,Sun,1,20,0,25.9,50,0.176,0,311.95,20,50,0,0,10,0.95,8.45,311.95,0,2635.1,0
2024-01-21T16:00:00.000Z,21/1/2024,09:30 PM,Sun,1,21,0,24.8,50,0.181,0,323.59,20,50,0,0,10,0.95,9.78,323.59,0,3163.64,0
2024-01-21T17:00:00.000Z,21/1/2024,10:30 PM,Sun,1,22,0,24,50,0.184,0,337.69,20,50,0,0,10,0.95,9.2,337.69,0,3105.94,0
2024-01-21T18:00:00.000Z,21/1/2024,11:30 PM,Sun,1,23,0,23.5,50,0.186,0,298.71,20,50,0,0,10,0.95,5.42,298.71,0,1619.8,0
2024-01-21T19:00:00.000Z,22/1/2024,12:30 AM,Mon,0,0,0,23.5,50,0.186,0,80.3,20,50,0,0,10,0.95,5.34,80.3,0,429.01,0
2024-01-21T20:00:00.000Z,22/1/2024,01:30 AM,Mon,0,1,0,23.7,50,0.185,0,84.45,20,50,0,0,10,0.95,5.02,84.45,0,423.99,0
2024-01-21T21:00:00.000Z,22/1/2024,02:30 AM,Mon,0,2,0,24.2,50,0.183,0,127.86,20,50,0,0,10,0.95,5.39,127.86,0,689.68,0
2024-01-21T22:00:00.000Z,22/1/2024,03:30 AM,Mon,0,3,0,25,50,0.18,0,92.32,20,50,0,0,10,0.95,5.94,92.32,0,548.15,0
2024-01-21T23:00:00.000Z,22/1/2024,04:30 AM,Mon,0,4,0,26,50,0.176,0,95.38,20,50,0,0,10,0.95,6.13,95.38,0,584.72,0
2024-01-22T00:00:00.000Z,22/1/2024,05:30 AM,Mon,0,5,0,27.2,50,0.171,0,102.43,20,50,0,0,10,0.95,6.19,102.43,0,633.71,0
2024-01-22T01:00:00.000Z,22/1/2024,06:30 AM,Mon,0,6,0,28.5,50,0.166,0,228.09,20,50,0,0,10,0.95,8.3,228.09,0,1893.58,0
2024-01-22T02:00:00.000Z,22/1/2024,07:30 AM,Mon,0,7,222,29.8,50,0.161,1.78,168.4,20,50,0,0,10,0.95,8.48,166.62,0,1412.76,0
2024-01-22T03:00:00.000Z,22/1/2024,08:30 AM,Mon,0,8,474,31,50,0.156,3.7,177.01,20,50,0,0,10,0.95,9.57,173.31,0,1659.22,0
2024-01-22T04:00:00.000Z,22/1/2024,09:30 AM,Mon,0,9,729,32.1,50,0.152,5.53,182.43,20,50,0,0,10,0.95,8.51,176.9,0,1505.14,0
2024-01-22T05:00:00.000Z,22/1/2024,10:30 AM,Mon,0,10,833,32.9,50,0.148,6.18,29.78,20,50,0,0,10,0.95,8.94,23.6,0,210.96,0
2024-01-22T06:00:00.000Z,22/1/2024,11:30 AM,Mon,0,11,901,33.4,50,0.146,6.6,36.45,20,50,0,0,10,0.95,5.24,29.85,0,156.5,0
2024-01-22T07:00:00.000Z,22/1/2024,12:30 PM,Mon,0,12,993,33.5,50,0.146,7.25,33.85,20,50,0,0,10,0.95,6.03,26.6,0,160.53,0
2024-01-22T08:00:00.000Z,22/1/2024,01:30 PM,Mon,0,13,881,33.4,50,0.146,6.45,32.85,20,50,0,0,10,0.95,6.74,26.4,0,178.05,0
2024-01-22T09:00:00.000Z,22/1/2024,02:30 PM,Mon,0,14,921,32.9,50,0.148,6.83,35.62,20,50,0,0,10,0.95,6.13,28.79,0,176.41,0
2024-01-22T10:00:00.000Z,22/1/2024,03:30 PM,Mon,0,15,607,32.1,50,0.152,4.6,32.29,20,50,0,0,10,0.95,6.94,27.69,0,192.2,0
2024-01-22T11:00:00.000Z,22/1/2024,04:30 PM,Mon,0,16,526,31,50,0.156,4.1,30.87,20,50,0,0,10,0.95,5.74,26.77,0,153.61,0
2024-01-22T12:00:00.000Z,22/1/2024,05:30 PM,Mon,0,17,218,29.8,50,0.161,1.75,43.73,20,50,0,0,10,0.95,6.26,41.98,0,262.62,0
2024-01-22T13:00:00.000Z,22/1/2024,06:30 PM,Mon,0,18,0,28.5,50,0.166,0,255.42,20,50,0,0,10,0.95,9.85,255.42,0,2515.91,0
2024-01-22T14:00:00.000Z,22/1/2024,07:30 PM,Mon,0,19,0,27.2,50,0.171,0,264.29,20,50,0,0,10,0.95,9.15,264.29,0,2417.47,0
2024-01-22T15:00:00.000Z,22/1/2024,08:30 PM,Mon,0,20,0,26,50,0.176,0,280.16,20,50,0,0,10,0.95,9.13,280.16,0,2556.76,0
2024-01-22T16:00:00.000Z,22/1/2024,09:30 PM,Mon,0,21,0,25,50,0.18,0,253.41,20,50,0,0,10,0.95,8.94,253.41,0,2265.32,0
2024-01-22T17:00:00.000Z,22/1/2024,10:30 PM,Mon,0,22,0,24.2,50,0.183,0,265.59,20,50,0,0,10,0.95,9.27,265.59,0,2462.89,0
2024-01-22T18:00:00.000Z,22/1/2024,11:30 PM,Mon,0,23,0,23.7,50,0.185,0,301.29,20,50,0,0,10,0.95,6.94,301.29,0,2089.46,0
2024-01-22T19:00:00.000Z,23/1/2024,12:30 AM,Tue,0,0,0,23.7,50,0.185,0,108.68,20,50,0,0,10,0.95,5.15,108.68,0,559.81,0
2024-01-22T20:00:00.000Z,23/1/2024,01:30 AM,Tue,0,1,0,23.9,50,0.184,0,83.63,20,50,0,0,10,0.95,5.76,83.63,0,481.49,0
2024-01-22T21:00:00.000Z,23/1/2024,02:30 AM,Tue,0,2,0,24.4,50,0.182,0,66.17,20,50,0,0,10,0.95,6.6,66.17,0,436.78,0
2024-01-22T22:00:00.000Z,23/1/2024,03:30 AM,Tue,0,3,0,25.2,50,0.179,0,127.8,20,50,0,0,10,0.95,5.92,127.8,0,757.08,0
2024-01-22T23:00:00.000Z,23/1/2024,04:30 AM,Tue,0,4,0,26.2,50,0.175,0,87.27,20,50,0,0,10,0.95,6.91,87.27,0,602.9,0
2024-01-23T00:00:00.000Z,23/1/2024,05:30 AM,Tue,0,5,0,27.4,50,0.17,0,125.54,20,50,0,0,10,0.95,6.99,125.54,0,877.29,0
2024-01-23T01:00:00.000Z,23/1/2024,06:30 AM,Tue,0,6,0,28.7,50,0.165,0,224.31,20,50,0,0,10,0.95,8.16,224.31,0,1830.74,0
2024-01-23T02:00:00.000Z,23/1/2024,07:30 AM,Tue,0,7,236,30,50,0.16,1.89,193.9,20,50,0,0,10,0.95,8.62,192.01,0,1656.01,0
2024-01-23T03:00:00.000Z,23/1/2024,08:30 AM,Tue,0,8,481,31.2,50,0.155,3.73,177.37,20,50,0,0,10,0.95,9.39,173.64,0,1629.84,0
2024-01-23T04:00:00.000Z,23/1/2024,09:30 AM,Tue,0,9,575,32.2,50,0.151,4.35,188.91,20,50,0,0,10,0.95,8.21,184.56,0,1514.75,0
